title;content;rating;helpful_count;not_helpful_count;corrected_content
"""Best of all time""";"I can't figure out how a man could think such an outrageous concept like that!Its just beneath all the beautiful thing.Thanks to Frank Drabount,Morgan Freeman,Time Robbins.Excellency is sky high in this film.Not a movie,its just a lifetime experience.Sometimes people felt to sad ,they curse themselves,regret for everything they have done in life.They crush for success,run after money.But,here is the thing that changes everything and it is indeed ""The Hope"".No matter how bad you feel,no matter how hard the path of the life is,the show is still goes on if you have just one thing and that is ""The Hope"".Life would certainly changes if peoples take the deep meaning of this wonderfully executed movie.Probably It will help many people to start their life for the second time!!Hats off to everyone who worked with the Shawshank Redemption Team..";10;1;0;"I can't figure out how a man could think such an outrageous concept like that! It's just beneath all the beautiful things. Thanks to Frank Drabount, Morgan Freeman, and Time Robbins. Excellency is sky high in this film. Not a movie, it's just a lifetime experience. Sometimes people feel sad, they curse themselves, and they regret everything they have done in life. They crush for success,run after money. Here is the thing that changes everything and it is indeed ""The Hope"". No matter how bad you feel, no matter how hard the path of life is, the show is still going on if you have just one thing and that is ""The Hope"". Life would certainly change if people took the deep meaning of this wonderfully executed movie. Probably it will help many people start their life for the second time! ! Hats off to everyone who worked with the Shawshank Redemption Team."
My favorite movie was The Godfather until I saw The Shawshank Redemption.;"My favorite movie was really The Godfather until I saw The Shawshank Redemption.A lot of people would might disagree with, but I love this movie. the actors are great, the director has done a fantastic job and the screenplay is magnificent.I was so impressed with how every single subplot was given a great deal of respect and attention from the director. The acting was world-class. I have never seen Tim Robbins act as well since, Morgan Freeman maybe (e.g. Seven). The twists were unexpected, an although this film had a familiar feel, it wasn't even slightly pretentious or clichéd, it was original. The cinematography was grand and expressive. It gave a real impression of the sheer magnitude of this daunting prison.I remember, when i saw the movie I didn't want to get up and go to the toilet. When I finally was done in the bathroom, I couldn't wait to get back and press play on my DVD. At the time I was done with the movie I wanted to see the movie again.This film manages to redeem Hollywood in the eyes of people who feared it long lost in a dark sea of clichés and predictability. Darabont shows us that artists still work in the Hollywood studios and production facilities. These artists show their capability to produce art; real art that inspires you to look at the deeper aspects of life and the world around you. The Shawshank Redemption delivers much-needed breath of fresh air for anyone who realizes the capability of film. It proves that masters of the craft still live on this earth, and still bless us with timeless masterpieces that we will never forget.So see it, buy it, love it.";8;3;2;"My favorite movie was really The Godfather until I saw The Shawshank Redemption. A lot of people might disagree with, but I love this movie. The actors are great, the director has done a fantastic job and the screenplay is magnificent. I was so impressed with how every single subplot was given a great deal of respect and attention from the director. The acting was world-class. I have never seen Tim Robbins act as well since, Morgan Freeman maybe (e. g. Seven). The twists were unexpected, and although this film had a familiar feel, it wasn't even slightly pretentious or clichéd, it was original. The cinematography was grand and expressive. It gave a real impression of the sheer magnitude of this daunting prison. I remember, when I saw the movie, I didn't want to get up and go to the toilet. When I finally was done in the bathroom, I couldn't wait to get back and press play on my DVD. At the time I was done with the movie, I wanted to see the movie again. This film manages to redeem Hollywood in the eyes of people who feared it long lost in a dark sea of clichés and predictability. Darabont shows us that artists still work in Hollywood studios and production facilities. These artists show their capability to produce art; real art that inspires you to look at the deeper aspects of life and the world around you. The Shawshank Redemption delivers a much-needed breath of fresh air for anyone who realizes the capability of film. It proves that masters of the craft still live on this earth, and still bless us with timeless masterpieces that we will never forget. So see it, buy it, love it."
Redeeming hope.;"I realise now that the immense praise that Shawshank receives - being number 1 on the IMDb list, nearly universal adoration and a cemented position as an iconic classic - is all completely deserved.I had been wanting to watch The Shawshank Redemption for a couple years, and once I did it blew me away. I even wanted to watch it again today, just a day after, and relive this movie again and the joy it gave me.I've gotten used to watching very subpar, modern movies but this was a movie that deeply moved me - it tells the story of a man, Andy Dufresne, wrongly jailed for a crime he didn't commit, and illustrates his life over the next 20 years, and the unforgettable characters he meets along the way. It is a movie about friendship in its purest and simplest forms.Shawshank is a gem because it makes you think - but about things what will be unique to you: about yourself, life, and what you make of its ephemerality, (or power, corruption and the justice system). It evokes visceral emotion in you: empathy, love: you will root for the main characters and feel a growing bond with them through the 2 hours and 22 minutes, almost as if you are an inmate and a friend in Shawshank yourself; it will make you laugh and make you cry.The script is genuinely beautifully written, and several times throughout I thought to myself how it often sounded like poetry. Morgan Freeman in particular delivers an amazing, sensitive performance through both his narration and acting, and the rest of the cast are equally as essential and perfect for their characters, with rich visuals and cinematography bringing the camaraderie and encapsulating the mood in Shawshank to life respectively.This movie will bring you hope, which may be a dangerous thing, but which also may be the best of things - as well as something that we all quite possibly need now, today, more than ever.Sorry for writing such a long review and thank you for reading. I love Shawshank!!";10;2;0;"I realise now that the immense praise that Shawshank receives - being number 1 on the IMDb list, nearly universal adoration and a cemented position as an iconic classic - is all completely deserved. I had been wanting to watch The Shawshank Redemption for a couple of years, and once I did it blew me away. I even wanted to watch it again today, just a day after, and relive this movie again and the joy it gave me. I've gotten used to watching very subpar, modern movies, but this was a movie that deeply moved me - it tells the story of a man, Andy Dufresne, wrongly jailed for a crime he didn't commit, and illustrates his life over the next 20 years, and the unforgettable characters he meets along the way. It is a movie about friendship in its purest and simplest forms. Shawshank is a gem because it makes you think - but about things that will be unique to you: about yourself, life, and what you make of its ephemerality, (or power, corruption and the justice system). It evokes visceral emotion in you: empathy, love: you will root for the main characters and feel a growing bond with them through the 2 hours and 22 minutes, almost as if you are an inmate and a friend in Shawshank yourself; it will make you laugh and make you cry. The script is genuinely beautifully written, and several times throughout I thought to myself how it often sounded like poetry. Morgan Freeman in particular delivers an amazing, sensitive performance through both his narration and acting, and the rest of the cast are equally essential and perfect for their characters, with rich visuals and cinematography bringing the camaraderie and encapsulating the mood in Shawshank to life respectively. This movie will bring you hope, which may be a dangerous thing, but may also be the best of things - as well as something that we all quite possibly need now, today, more than ever. Sorry for writing such a long review and thank you for reading. I love Shawshank! !"
Prison;"A man is sent to prison and has to learn to adapt to prison life,, there he meets a wise old gentleman who he befriends, and there friendship grows immensely. along the way he meets different prison characters, all of which are very likable... adapted from a short short by Steven King,, this is a powerful movie,, showing prison life in the early 20 th century. Tim Robbins was wonderful in this and should have won an award,, Morgan freeman is captivating in his role as ""Red"" , Our main character, Andy Dufrene plans a prison break and needs the help of several of the inmates.. I wont' say what happens after his attempted prison break,, but this is a touching movie, with a lot of character development, and not much on the action,, but it really doesn't need to have a lot of action,, lot's of humor abound, a movie about growing up in person, and the people that you might, and the life struggles of being in prison,, excellent movie.. but not the greatest of all time,,, I can think of at least 10 better .";8;1;0;"A man is sent to prison and has to learn to adapt to prison life, and there he meets a wise old gentleman who he befriends, and there friendship grows immensely. Along the way he meets different prison characters, all of which are very likable... adapted from a short short by Steven King, this is a powerful movie, showing prison life in the early 20th century. Tim Robbins was wonderful in this and should have won an award, Morgan freeman is captivating in his role as ""Red"" , Our main character, Andy Dufrene, plans a prison break and needs the help of several of the inmates. I won't say what happens after his attempted prison break, but this is a touching movie, with a lot of character development, and not much on the action, but it really doesn't need to have a lot of action, lots of humor abounds, a movie about growing up in person, and the people that you might, and the life struggles of being in prison, an excellent movie, but not the greatest of all time,, I can think of at least 10 better movies."
Beyond Rating And Reviews;"It is a strange comment to make about a film set inside a prison, but ""The Shawshank Redemption"" creates a warm hold on our feelings because it makes us a member of a family. I won't spend much word on this movie to justify how classic movie is this. Worth a watch many times.";10;1;0;"It is a strange comment to make about a film set inside a prison, but ""The Shawshank Redemption"" creates a warm hold on our feelings because it makes us a member of a family. I won't spend much time on this movie to justify how classic this movie is. Worth a watch many times."
Movie worth watching;A very good movie. Worth watching.brilliant movie. One of the most memorable movies that you won't forget about.;8;1;0;A very good movie. Worth watching. Brilliant movie. One of the most memorable movies that you won't forget about.
Hope is a good thing and good thing never dies;"This film (or may be masterpiece) changed the whole outlook of mine towards life. The characters played by Morgan Freeman and Tim Robbins were so real and so closed to my heart that I cried and I laughed with them while watching it for the first time.We learn from books, we learn from our parents, we learn from our friends and we learn from movie like ""The Shawshank Redemption"".Once upon a time, I was going through a bad phase of my life and bit depressed also. Then some suggested me to watch this. What happened next was simply miracle. The pain endured by Tim Robbins was no less than mine. But it was hope that kept him alive. That infused a new joy in my life and I achieved success in very little amount of time. The dialogues are simply straight yet touching.The movie has universal appeal - It can move anyone because characters played by Freeman and Robbins are so close to heart.Double thumbs up to Stephen King and Frank Darabont for teaming up and offering this life changing piece of cinema.This movie was not made for Oscars (although it grabbed multiple nominations) and not for critics (some critics ridicule about its number position in IMDb 250). It was made for common people like us.Humble salute to all who were directly or indirectly associated with this all time classic.";10;2;1;"This film (or may be a masterpiece) changed the whole outlook of mine towards life. The characters played by Morgan Freeman and Tim Robbins were so real and so close to my heart that I cried and I laughed with them while watching it for the first time. We learn from books, we learn from our parents, we learn from our friends and we learn from movies like ""The Shawshank Redemption"". Once upon a time, I was going through a bad phase of my life and a bit depressed also. Then some suggested me to watch this. What happened next was simply miracle. The pain endured by Tim Robbins was no less than mine. But it was hope that kept him alive. That infused a new joy in my life and I achieved success in very little amount of time. The dialogues are simply straight yet touching. The movie has universal appeal - it can move anyone because characters played by Freeman and Robbins are so close to heart. Double thumbs up to Stephen King and Frank Darabont for teaming up and offering this life changing piece of cinema. This movie was not made for Oscars (although it grabbed multiple nominations) and not for critics (some critics ridicule about its number position in IMDb 250). It was made for common people like us. Humble salute to all who were directly or indirectly associated with this all time classic."
good;"At the Oscars ceremony that year, its glory was overshadowed by the star studded ""Forrest Gump"", but over time, the film's status in the hearts of more and more people has surpassed that of ""Forrest Gump"". Whenever reality makes me feel exhausted and powerless, I flip out this disc and regain my strength. Without a doubt, this film ranks among the top three must watch movies for men! Looking back at that classic line: ""Some people's wings are so brilliant that even the darkest prison in the world cannot besiege them for long. At the Oscars ceremony that year, its glory was overshadowed by the star studded ""Forrest Gump"", but over time, the film's status in the hearts of more and more people has surpassed that of ""Forrest Gump"". Whenever reality makes me feel exhausted and powerless, I flip out this disc and regain my strength. Without a doubt, this film ranks among the top three must watch movies for men! Looking back at that classic line: ""Some people's wings are so brilliant that even the darkest prison in the world cannot besiege them for long.";10;1;0;"At the Oscars ceremony that year, its glory was overshadowed by the star studded ""Forrest Gump"", but over time, the film's status in the hearts of more and more people has surpassed that of ""Forrest Gump"". Whenever reality makes me feel exhausted and powerless, I flip out this disc and regain my strength. Without a doubt, this film ranks among the top three must watch movies for men! Looking back at that classic line: ""Some people's wings are so brilliant that even the darkest prison in the world cannot besiege them for long. At the Oscars ceremony that year, its glory was overshadowed by the star studded ""Forrest Gump"", but over time, the film's status in the hearts of more and more people has surpassed that of ""Forrest Gump"". Whenever reality makes me feel exhausted and powerless, I flip out this disc and regain my strength. Without a doubt, this film ranks among the top three must watch movies for men! Looking back at that classic line: ""Some people's wings are so brilliant that even the darkest prison in the world cannot besiege them for long."
Captivating, breathtaking and compelling...;"The Shawshank Redemption is, without a doubt, the greatest film ever made. You simply will never find a better film, ever.The story revolves around a smart, kind hearted vice president of a bank named Andy Dufresne, played by Tim Robbins, who is absolutely brilliant in the starring role. Andy is sent to prison after murdering his wife and lover. Claiming he is innocent of the crimes, and was the victim of an unfortunate coincidence, the law does not believe him, and sentences him to life in prison without possibility of parole. Once inside, he immediately befriends a criminal by the name of Red, played brilliantly by Morgan Freeman. Andy then becomes the victim of fear, despair, and the prison itself, which is inhabited by crooked officials and hardened criminals. After a while, Andy finds the hope inside of him to never give up, with the help of his friend Red and others. He starts doing tax returns for the prison guards and the warden, and after a while, the warden, played by Bob Gunton, who makes the viewer loathe the word warden, has Andy doing his tax fraud for him. It's safe to say that Andy is ""friends"" with the officials.I don't want to give it away for those of you who haven't seen this picture, but believe me, you will be breathless. The hope Andy holds inside of him gives all of us a warm feeling inside of us, and tells you to never give up. The cast is perfect in every way, and the film just carries beautifully. You will find yourself praying for Andy through the whole film, through bad times and even good times. It is wonderfully capped off with a surprise twist ending that will leave you shocked, stunned and emotionally breathless.I call this film my all time favorite, because I agreed with the characters, felt for them, hoped for them and in the case of the corrupt characters, loathed them, due to great acting. I was able to actually hate and detest certain characters, because that's how wonderful the acting is. I would actually have cried at this movie, if it weren't for me being so emotionally paralyzed by the cast and story.";No rating;3;1;"The Shawshank Redemption is, without a doubt, the greatest film ever made. You simply will never find a better film, ever. The story revolves around a smart, kindhearted vice president of a bank named Andy Dufresne, played by Tim Robbins, who is absolutely brilliant in the starring role. Andy is sent to prison after murdering his wife and lover. Claiming he is innocent of the crimes, and was the victim of an unfortunate coincidence, the law does not believe him, and sentences him to life in prison without possibility of parole. Once inside, he immediately befriends a criminal by the name of Red, played brilliantly by Morgan Freeman. Andy then becomes the victim of fear, despair, and the prison itself, which is inhabited by crooked officials and hardened criminals. After a while, Andy finds the hope inside of him to never give up, with the help of his friend Red and others. He starts doing tax returns for the prison guards and the warden, and after a while, the warden, played by Bob Gunton, who makes the viewer loathe the word warden, has Andy doing his tax fraud for him. It's safe to say that Andy is ""friends"" with the officials. I don't want to give it away for those of you who haven't seen this picture, but believe me, you will be breathless. The hope Andy holds inside of him gives all of us a warm feeling inside of us, and tells you never give up. The cast is perfect in every way, and the film just carries beautifully. You will find yourself praying for Andy through the whole film, through bad times and even good times. It is wonderfully capped off with a surprise twist ending that will leave you shocked, stunned and emotionally breathless. I call this film my all time favorite, because I agreed with the characters, felt for them, hoped for them and in the case of the corrupt characters, loathed them due to great acting. I was able to actually hate and detest certain characters, because that's how wonderful the acting is. I would actually have cried at this movie if it weren't for me being so emotionally paralyzed by the cast and story."
Really Great Movie Must Watch;No words needed to describe this movie everything is composed really beautifull just watch;9;1;0;No words needed to describe this movie, everything is composed really beautifully just watch it.
Amazing;Favorite movie of all time. Would highly recommend for anyone to watch;10;1;0;Favorite movie of all time. Would highly recommend for anyone to watch.
Hope Behind Bars: A Review of The Shawshank Redemption (1994) pen_spark;The Shawshank Redemption isn't just a movie, it's an experience. This 1994 classic transcends the prison drama genre, weaving a tale of resilience, friendship, and the unwavering power of hope.A Story Told Through TimeNarrated by the gruffly charming Red (Morgan Freeman), the film follows Andy Dufresne (Tim Robbins), a quiet banker wrongly convicted of murder and sentenced to life in Shawshank prison. We witness Andy's journey through the desolate halls and corrupt systems, encountering the brutality and despair that permeate prison life. Yet, Andy refuses to be broken. With quiet determination, he carves out a space for himself, using his financial expertise and unwavering spirit to navigate the harsh realities of his confinement.Friendship and DefianceThe heart of the film lies in the bond between Andy and Red. Their unlikely friendship becomes a beacon of light in the darkness, offering solace and a glimmer of hope. Andy's unwavering optimism challenges the cynicism that festers within the prison walls, inspiring those around him to find their own strength.More Than Just a Prison BreakThe Shawshank Redemption isn't just about a daring escape. It's a testament to the human spirit's ability to find hope even in the bleakest circumstances. The film is masterfully crafted, with superb performances from Freeman and Robbins. The pacing is deliberate, mirroring the slow, relentless passage of time within the prison walls. Yet, the story never loses its grip, building towards a powerful and unforgettable climax.A Timeless ClassicThe Shawshank Redemption is a film that stays with you long after the credits roll. It's a powerful reminder that hope is a choice, and that even in the face of immense adversity, the human spirit can endure. Whether you're looking for a thought-provoking drama or a story that will leave you feeling uplifted, The Shawshank Redemption is a must-watch.In Conclusion:This isn't just a movie to be watched, it's a film to be experienced. So, dim the lights, grab some popcorn, and prepare to be swept away by a story that will stay with you long after the final scene.;10;1;0;The Shawshank Redemption isn't just a movie, it's an experience. This 1994 classic transcends the prison drama genre, weaving a tale of resilience, friendship, and the unwavering power of hope. A Story Told Through TimeNarrated by the gruffly charming Red (Morgan Freeman), the film follows Andy Dufresne (Tim Robbins), a quiet banker wrongly convicted of murder and sentenced to life in Shawshank prison. We witness Andy's journey through the desolate halls and corrupt systems, encountering the brutality and despair that permeate prison life. Yet, Andy refuses to be broken. With quiet determination, he carves out a space for himself, using his financial expertise and unwavering spirit to navigate the harsh realities of his confinement. Friendship and DefianceThe heart of the film lies in the bond between Andy and Red. Their unlikely friendship becomes a beacon of light in the darkness, offering solace and a glimmer of hope. Andy's unwavering optimism challenges the cynicism that festers within the prison walls, inspiring those around him to find their own strength. More Than Just a Prison BreakThe Shawshank Redemption isn't just about a daring escape. It's a testament to the human spirit's ability to find hope even in the bleakest circumstances. The film is masterfully crafted, with superb performances from Freeman and Robbins. The pacing is deliberate, mirroring the slow, relentless passage of time within the prison walls. Yet, the story never loses its grip, building towards a powerful and unforgettable climax. A Timeless ClassicThe Shawshank Redemption is a film that stays with you long after the credits roll. It's a powerful reminder that hope is a choice, and that even in the face of immense adversity, the human spirit can endure. Whether you're looking for a thought-provoking drama or a story that will leave you feeling uplifted, The Shawshank Redemption is a must-watch. In conclusion, this isn't just a movie to be watched, it's a film to be experienced. So dim the lights, grab some popcorn, and prepare to be swept away by a story that will stay with you long after the final scene.
Robbed at the Academy Awards;By far Shawshank was the best film of 1994. But look who it was up against at the Oscars...Forrest Gump. It's not that Forrest Gump was such a horrible movie as alot of people make it out to be, in fact it was good. But it was also a very hyped movie. The public ate it up, and they also got too much of it. That might be the reason everybody on the internet seems to hate it so. But to say Forrest Gump is better than the Shawshank Redemtion is a far cry. I wish the Oscar's didn't do this all the time. They vote on who they think the public wants to win it seems like sometimes. It was robbed. But that doesn't make it any less of a film. It's a triumph of filmmaking. Robbins and Freeman are excellent. The character Brooks is terrific, and the warden is protrayed perfectly by Bob Gunton. Go rent this movie, if it's the last thing you do. The ending is one of the most satisfying in movie history.;10;5;3;By far Shawshank was the best film of 1994. But look who it was up against at the Oscars... Forrest Gump. It's not that Forrest Gump was such a horrible movie as a lot of people make it out to be, in fact it was good. But it was also a very hyped movie. The public ate it up, and they also got too much of it. That might be the reason everybody on the internet seems to hate it so much. But to say Forrest Gump is better than the Shawshank Redemtion is a far cry. I wish the Oscar's didn't do this all the time. They vote on who they think the public wants to win it seems like sometimes. It was robbed. But that doesn't make it any less of a film. It's a triumph of filmmaking. Robbins and Freeman are excellent. The character Brooks is terrific, and the warden is propelled perfectly by Bob Gunton. Go rent this movie, if it's the last thing you do. The ending is one of the most satisfying in movie history.
Excellent! Beaware of Inst-man-cry.;This is a different one... at least from the kind of movie I'm used to watch in sync with friends. Because the 'action' in the plot is around mystery and complex characters. The movie omits most of the stuff so you do the work, including the emotional work, and that I value greatly in a movie. Movies that make you feel and think, that are not obvious and bogus are the ones you should watch. Directors that don't tell you in each scene exactly the actors are feeling and thinking... no. You need adventures through each history, through realms of thought. Those are the ones you should watch. I don't want to go deep in the movie to avoid spoilers, since I write reviews for guys to decide if they are going to watch. So here is the tip: If you are looking for fun this might not be you guy. You will cry and I don't like that when movie syncing with friends. But if you want to know a history well developed around emotion, and some really funny nice characters, or even some of Morgan freeman then you should do this.;10;1;0;This is a different one... at least from the kind of movie I'm used to watching in sync with friends. Because the 'action' in the plot is around mystery and complex characters. The movie omits most of the stuff so you do the work, including the emotional work, and that I value greatly in a movie. Movies that make you feel and think, that are not obvious and bogus, are the ones you should watch. Directors that don't tell you in each scene exactly what the actors are feeling and thinking... no. You need adventures through each history, through realms of thought. Those are the ones you should watch. I don't want to go deep in the movie to avoid spoilers, since I write reviews for guys to decide if they are going to watch. So here is the tip: If you are looking for fun, this might not be the guy for you. You will cry and I don't like that when movie syncing with friends. But if you want to know a history well developed around emotion, and some really funny nice characters, or even some of Morgan Freeman, then you should do this.
I loved the story, as I it will drag you into it.;Such an amazing film Shawshank encompasses, it will show how men can be hopeful and and dreams can became true. And what is so great about the movie is that it moves you. Even though the circumstances between the characters and the viewers are quite different, you don't feel that far removed from what the characters are going through.;10;1;0;Such an amazing film Shawshank encompasses, it will show how men can be hopeful and dreams can become true. And what is so great about the movie is that it moves you. Even though the circumstances between the characters and the viewers are quite different, you don't feel that far removed from what the characters are going through.
awesome;Awesome movie.it was one of the best movie I ever seen.;10;1;0;Awesome movie. It was one of the best movies I ever saw.
Masterpiece;Quite simply a masterpiece in storytelling. It has everything, except maybe action, but then that's not what this film is about.Lock yourself away without distraction, and focus fully on this film, and it's only then you realise the messaging, acting skill, directing skill, pacing, everything when taken as a whole marks this film out as one of the best. Joyful, intriguing and sad in equal measure.Faults? None. End of.Anyone considering themselves a film buff needs to take a long hard look at themselves if this isn't in their top 10. It's in my top 3.;10;1;0;Quite simply, a masterpiece in storytelling. It has everything, except maybe action, but then that's not what this film is about. Lock yourself away without distraction, and focus fully on this film, and it's only then you realise the messaging, acting skill, directing skill, pacing, everything when taken as a whole marks this film out as one of the best. Joyful, intriguing and sad in equal measure. Faults? None. End of. Anyone considering themselves a film buff needs to take a long hard look at themselves if this isn't in their top 10. It's in my top 3!
Finest movie ever made;"""The Shawshank Redemption""You might not remember the day you read that name and deciding whether to watch this title or go for something with a bit more Jazz, but you'd always remember that you have made the right choice once in your life.This movie teaches one thing and one this only. HOPE!Without hope there is no living. Hope is what makes us human and which is what this movie has so brilliantly portrayed. This movie will force you to do an introspection of your current status. You'd feel that all your problems are nothing if you'd just Hope that one day you'll get over it and have peace.If this movie doesn't inspire you or change your thought process in some way or another, then there is something seriously wrong with the way you function.";10;1;0;"""The Shawshank Redemption""You might not remember the day you read that name and decided whether to watch this title or go for something with a bit more Jazz, but you'd always remember that you have made the right choice once in your life. This movie teaches one thing and one this only. Hope! Without hope, there is no living. Hope is what makes us human and which is what this movie has so brilliantly portrayed. This movie will force you to do an introspection of your current status. You'd feel that all your problems are nothing if you just Hope that one day you'll get over it and have peace. If this movie doesn't inspire you or change your thought process in some way or another, then there is something seriously wrong with the way you function."
A fantasy indeed.;The popularity of this film seems to stem with the current emotional appeals and issues of today, just as Citizen Kane seemed to do when it was revived. What makes Citizen Kane more appealing to me though is the abundance of creativity in telling the story.If you want a highly emotional experience, I would watch this movie. Since I am for more intelligent and unpredictable type films, I am not one for movies like this.And if I would explain the movie in one sentence, I would say it is a classic cinema soap opera, perfectly crafted to emotionally stimulate movie viewers, in order for them to hold certain perspectives on societal issues.;7;4;5;The popularity of this film seems to stem with the current emotional appeals and issues of today, just as Citizen Kane seemed to do when it was revived. What makes Citizen Kane more appealing to me though is the abundance of creativity in telling the story. If you want a highly emotional experience, I would watch this movie. Since I am for more intelligent and unpredictable films, I am not one for movies like this. And if I would explain the movie in one sentence, I would say it is a classic cinema soap opera, perfectly crafted to emotionally stimulate movie viewers, in order for them to hold certain perspectives on societal issues.
A movie beyond words,loved it !!;This is my 1st review on IMDb , i don't like writing reviews for a movie after all it's just a movie.....you see a movie and you forget... 95% of the movies you see and you forget soon, well this movie really moves you and some of it remains with you ....gives you a great deal of idea how the real world is... each time you see it you feel light and get a feeling of satisfaction .... and more over if you like Morgan free-man you'll love of him after this one.... GREAT MOVIE... used to wonder why is it so highly rated.... well after seeing it.... i don't want to let the rating fall so i added mine and given it what it deserves...and i hope it remains at the top... i would like to thank the film maker and the production as a fan for a wonderful experience i got after seeing this movie :);10;1;0;This is my 1st review on IMDb , I don't like writing reviews for a movie after all it's just a movie... .. you see a movie and you forget... 95% of the movies you see and you forget soon, well this movie really moves you and some of it remains with you. It gives you a great deal of idea how the real world is... each time you see it you feel light and get a feeling of satisfaction ... . And more over, if you like Morgan free-man you'll love him after this one... . Great movie... used to wonder why is it so highly rated... . Well after seeing it... . I don't want to let the rating fall so I added mine and given it what it deserves... and I hope it remains at the top... I would like to thank the film maker and the production as a fan for a wonderful experience I got after seeing this movie.
For hope, see it only.;"My top film. Hope is good, and it never dies.
🌲🌲🌲";10;4;0;My top film. Hope is good, and it never dies.                                                         
Best movie ever;"The Shawshank Redemption is an uplifting, deeply satisfying prison drama with sensitive direction and fine performances.The screenplay was written by Frank Darabont, who based it on the novella ""Rita Hayworth and the Shawshank Redemption"" by Stephen King. He adapts the material so well that he really transcends it, turning the film into a work of art. Many avid readers will claim the book is always better than the movie, but that is simply not the case here. King is a tremendous writer, but even he can't shade and color the prison the way that Darabont does, which sets the mood for the entire film. The characters King created in the book are deeper and more well drawn in the film in large part because of Darabont's script.Many moviegoers turn their noses up at the thought of a movie about the triumph of the human spirit. However, even those jaded film fans will love ""The Shawshank Redemption"" because it sets a new standard for films in this genre. It is an unapologetically emotional and sometimes sentimental take on friendship and life, even when that life is spent in a cage, and will make viewers laugh, cry, and reflect on their own lives in ways that very few movies can. It may not have won a single Oscar, but it will win your heart, and perhaps that is more important.";10;1;0;"The Shawshank Redemption is an uplifting, deeply satisfying prison drama with sensitive direction and fine performances. The screenplay was written by Frank Darabont, who based it on the novella ""Rita Hayworth and the Shawshank Redemption"" by Stephen King. He adapts the material so well that he really transcends it, turning the film into a work of art. Many avid readers will claim the book is always better than the movie, but that is simply not the case here. King is a tremendous writer, but even he can't shade and color the prison the way that Darabont does, which sets the mood for the entire film. The characters King created in the book are deeper and more well drawn in the film in large part because of Darabont's script. Many moviegoers turn their noses up at the thought of a movie about the triumph of the human spirit. However, even those jaded film fans will love ""The Shawshank Redemption"" because it sets a new standard for films in this genre. It is an unapologetically emotional and sometimes sentimental take on friendship and life, even when that life is spent in a cage, and will make viewers laugh, cry, and reflect on their own lives in ways that very few movies can. It may not have won a single Oscar, but it will win your heart, and perhaps that is more important."
This is Great Movie to watch at home;Please, you have to watch it onetime in your life!;8;0;0;Please, you have to watch it once in your life!
On of the Best Movies;"This is by far and away one of the best Hollywood films made in a generation. The drama was compelling, the acting was admirable and complimented the story to perfection. The writing was exquisite and placed a balance on leading dialogue and narration. This is a great example of what film making is all about. It doesn't rely heavily on ""movie magic,"" but instead uses camera movement, framing and acting as equal tools in delivering an amazing story to audiences.";No rating;1;0;"This is by far and away one of the best Hollywood films made in a generation. The drama was compelling, the acting was admirable and complimented the story to perfection. The writing was exquisite and placed a balance on leading dialogue and narration. This is a great example of what filmmaking is all about. It doesn't rely heavily on ""movie magic,"" but instead uses camera movement, framing and acting as equal tools in delivering an amazing story to audiences."
Good but not great;The good points of this movie have already been stated in the other posts, so I will stick to the points I feel detracted from the movie. This movie never gripped me, I never really felt all that emotionally involved with the characters.  Even though 19 years passed in the story, I never got the sense of time passing as I have in other movies that have storylines that span decades.  All the characters who weren't prisoners were very one-dimensional.  Overall, it was a pretty good movie, but I don't think it belongs in the top 250.;5;3;4;The good points of this movie have already been stated in the other posts, so I will stick to the points I feel detracted from the movie. This movie never gripped me, I never really felt emotionally involved with the characters. Even though 19 years passed in the story, I never got the sense of time passing as I have in other movies that have storylines that span decades. All the characters who weren't prisoners were very one-dimensional. Overall, it was a pretty good movie, but I don't think it belongs in the top 250.
the best movie ever;the movie is life changer Out of any film that has ever been made, this is my far the best one. It's just so special and moving. Such a deep and touching message about life and the institutionalization aspects of prison life. It really touches the inner hopefulness in all of us, or at least everyone who has seen this movie. If you've never seen it, watch it,;10;1;0;The movie is life changing. Out of any film that has ever been made, this is my far best one. It's just so special and moving. Such a deep and touching message about life and the institutionalization aspects of prison life. It really touches the inner hopefulness in all of us, or at least everyone who has seen this movie. If you've never seen it, watch it.
It doesn't feel like a movie but an emotional roller coaster ride.;How can a prison story be this deep, you are what you choose. Andy is an intelligent and steadfast man, Mr Red is an old man with Regret. I broke in tears twice while watching this movie, one time in the mid and other at the end. I didn't expect it to be such a masterpiece that exceeded expectations.At first I thought I'm watching a typical Prison story but the interactions, the ideas, emotions filled inside just that. You Always think that you are not in the right place and should go to that place where you wish to be but think about it, if you really went to that place you'll feel empty inside.;10;1;0;How can a prison story be this deep? You are what you choose. Andy is an intelligent and steadfast man, and Mr Red is an old man with regret. I broke in tears twice while watching this movie, one time in the mid and another at the end. I didn't expect it to be such a masterpiece that exceeded expectations. At first I thought I'm watching a typical Prison story, but the interactions, the ideas, and emotions filled inside just that. You always think that you are not in the right place and should go to that place where you wish to be, but think about it, if you really went to that place you'll feel empty inside.
A movie with context;"Great Movie 
I can only recomend that you watch it...!";10;1;0;Great Movie, I can only recommend that you watch it!
